date,category,vaccination,units
16-05-2022,18+ Age 2nd Dose,820260750,vaccination in absolute number
16-05-2022,15-18 Age 1st Dose,58978602,vaccination in absolute number
16-05-2022,15-18 Age 2nd Dose,44029617,vaccination in absolute number
15-05-2022,18+ Age 1st Dose,915558954,vaccination in absolute number
15-05-2022,18+ Age 24hr Vaccination,53313,vaccination in absolute number
15-05-2022,18+ Age 2nd Dose,820067147,vaccination in absolute number
15-05-2022,15-18 Age 1st Dose,58967941,vaccination in absolute number
15-05-2022,15-18 Age 2nd Dose,43991575,vaccination in absolute number
14-05-2022,18+ Age 1st Dose,915497622,vaccination in absolute number
14-05-2022,18+ Age 24hr Vaccination,60919,vaccination in absolute number
14-05-2022,18+ Age 2nd Dose,819453432,vaccination in absolute number
14-05-2022,15-18 Age 1st Dose,58927016,vaccination in absolute number
14-05-2022,15-18 Age 2nd Dose,43839174,vaccination in absolute number
13-05-2022,18+ Age 1st Dose,915425748,vaccination in absolute number
13-05-2022,18+ Age 24hr Vaccination,73196,vaccination in absolute number
13-05-2022,18+ Age 2nd Dose,818855028,vaccination in absolute number
13-05-2022,15-18 Age 1st Dose,58884119,vaccination in absolute number
13-05-2022,15-18 Age 2nd Dose,43697504,vaccination in absolute number
12-05-2022,18+ Age 1st Dose,915342629,vaccination in absolute number
12-05-2022,18+ Age 24hr Vaccination,77184,vaccination in absolute number
12-05-2022,18+ Age 2nd Dose,818266052,vaccination in absolute number
12-05-2022,15-18 Age 1st Dose,58847817,vaccination in absolute number
12-05-2022,15-18 Age 2nd Dose,43578760,vaccination in absolute number
11-05-2022,18+ Age 1st Dose,915249822,vaccination in absolute number
11-05-2022,18+ Age 24hr Vaccination,64954,vaccination in absolute number
11-05-2022,18+ Age 2nd Dose,817638901,vaccination in absolute number
11-05-2022,15-18 Age 1st Dose,58810802,vaccination in absolute number
11-05-2022,15-18 Age 2nd Dose,43440645,vaccination in absolute number
10-05-2022,18+ Age 1st Dose,915173004,vaccination in absolute number
10-05-2022,18+ Age 24hr Vaccination,53593,vaccination in absolute number
10-05-2022,18+ Age 2nd Dose,817003869,vaccination in absolute number
10-05-2022,15-18 Age 1st Dose,58775749,vaccination in absolute number
10-05-2022,15-18 Age 2nd Dose,43326396,vaccination in absolute number
09-05-2022,18+ Age 1st Dose,915099000,vaccination in absolute number
09-05-2022,18+ Age 24hr Vaccination,207730,vaccination in absolute number
09-05-2022,18+ Age 2nd Dose,816371389,vaccination in absolute number
09-05-2022,15-18 Age 1st Dose,58739456,vaccination in absolute number
09-05-2022,15-18 Age 2nd Dose,43218084,vaccination in absolute number
08-05-2022,18+ Age 1st Dose,914877497,vaccination in absolute number
08-05-2022,18+ Age 24hr Vaccination,89023,vaccination in absolute number
08-05-2022,18+ Age 2nd Dose,815453138,vaccination in absolute number
08-05-2022,15-18 Age 1st Dose,58720828,vaccination in absolute number
08-05-2022,15-18 Age 2nd Dose,43171512,vaccination in absolute number
07-05-2022,18+ Age 1st Dose,914770369,vaccination in absolute number
07-05-2022,18+ Age 24hr Vaccination,79993,vaccination in absolute number
07-05-2022,18+ Age 2nd Dose,814767912,vaccination in absolute number
07-05-2022,15-18 Age 1st Dose,58678007,vaccination in absolute number
07-05-2022,15-18 Age 2nd Dose,43037227,vaccination in absolute number
06-05-2022,18+ Age 1st Dose,914675134,vaccination in absolute number
06-05-2022,18+ Age 24hr Vaccination,65336,vaccination in absolute number
06-05-2022,18+ Age 2nd Dose,814065105,vaccination in absolute number
06-05-2022,15-18 Age 1st Dose,58632450,vaccination in absolute number
06-05-2022,15-18 Age 2nd Dose,42897083,vaccination in absolute number
05-05-2022,18+ Age 1st Dose,914597516,vaccination in absolute number
05-05-2022,18+ Age 24hr Vaccination,53594,vaccination in absolute number
05-05-2022,18+ Age 2nd Dose,813394168,vaccination in absolute number
05-05-2022,15-18 Age 1st Dose,58590473,vaccination in absolute number
05-05-2022,15-18 Age 2nd Dose,42769308,vaccination in absolute number
04-05-2022,18+ Age 1st Dose,914533012,vaccination in absolute number
04-05-2022,18+ Age 24hr Vaccination,24562,vaccination in absolute number
04-05-2022,18+ Age 2nd Dose,812812642,vaccination in absolute number
04-05-2022,15-18 Age 1st Dose,58557194,vaccination in absolute number
04-05-2022,15-18 Age 2nd Dose,42656237,vaccination in absolute number
03-05-2022,18+ Age 1st Dose,914501042,vaccination in absolute number
03-05-2022,18+ Age 24hr Vaccination,41616,vaccination in absolute number
03-05-2022,18+ Age 2nd Dose,812538183,vaccination in absolute number
03-05-2022,15-18 Age 1st Dose,58545090,vaccination in absolute number
03-05-2022,15-18 Age 2nd Dose,42602473,vaccination in absolute number
02-05-2022,18+ Age 1st Dose,914447729,vaccination in absolute number
02-05-2022,18+ Age 24hr Vaccination,11455,vaccination in absolute number
02-05-2022,18+ Age 2nd Dose,811948871,vaccination in absolute number
02-05-2022,15-18 Age 1st Dose,58504051,vaccination in absolute number
02-05-2022,15-18 Age 2nd Dose,42470455,vaccination in absolute number
01-05-2022,18+ Age 1st Dose,914417160,vaccination in absolute number
01-05-2022,18+ Age 24hr Vaccination,94297,vaccination in absolute number
01-05-2022,18+ Age 2nd Dose,811676188,vaccination in absolute number
01-05-2022,15-18 Age 1st Dose,58489252,vaccination in absolute number
01-05-2022,15-18 Age 2nd Dose,42422412,vaccination in absolute number
30-04-2022,18+ Age 1st Dose,914316637,vaccination in absolute number
30-04-2022,18+ Age 24hr Vaccination,43973,vaccination in absolute number
30-04-2022,18+ Age 2nd Dose,810723813,vaccination in absolute number
30-04-2022,15-18 Age 1st Dose,58425991,vaccination in absolute number
30-04-2022,15-18 Age 2nd Dose,42240428,vaccination in absolute number
29-04-2022,18+ Age 1st Dose,914265584,vaccination in absolute number
29-04-2022,18+ Age 24hr Vaccination,48188,vaccination in absolute number
29-04-2022,18+ Age 2nd Dose,810038278,vaccination in absolute number
29-04-2022,15-18 Age 1st Dose,58369646,vaccination in absolute number
29-04-2022,15-18 Age 2nd Dose,42075577,vaccination in absolute number
28-04-2022,18+ Age 1st Dose,914205934,vaccination in absolute number
28-04-2022,18+ Age 24hr Vaccination,48241,vaccination in absolute number
28-04-2022,18+ Age 2nd Dose,809321303,vaccination in absolute number
28-04-2022,15-18 Age 1st Dose,58309299,vaccination in absolute number
28-04-2022,15-18 Age 2nd Dose,41899185,vaccination in absolute number
27-04-2022,18+ Age 1st Dose,914146066,vaccination in absolute number
27-04-2022,18+ Age 24hr Vaccination,51480,vaccination in absolute number
27-04-2022,18+ Age 2nd Dose,808618362,vaccination in absolute number
27-04-2022,15-18 Age 1st Dose,58259733,vaccination in absolute number
27-04-2022,15-18 Age 2nd Dose,41747337,vaccination in absolute number
26-04-2022,18+ Age 1st Dose,914087801,vaccination in absolute number
26-04-2022,18+ Age 24hr Vaccination,47166,vaccination in absolute number
26-04-2022,18+ Age 2nd Dose,807916921,vaccination in absolute number
26-04-2022,15-18 Age 1st Dose,58203865,vaccination in absolute number
26-04-2022,15-18 Age 2nd Dose,41567113,vaccination in absolute number
25-04-2022,18+ Age 1st Dose,914036730,vaccination in absolute number
25-04-2022,18+ Age 2nd Dose,807261124,vaccination in absolute number
25-04-2022,15-18 Age 1st Dose,58151729,vaccination in absolute number
25-04-2022,15-18 Age 2nd Dose,41393756,vaccination in absolute number
24-04-2022,18+ Age 1st Dose,914024605,vaccination in absolute number
24-04-2022,18+ Age 24hr Vaccination,41696,vaccination in absolute number
24-04-2022,18+ Age 2nd Dose,807062392,vaccination in absolute number
24-04-2022,15-18 Age 1st Dose,58140660,vaccination in absolute number
24-04-2022,15-18 Age 2nd Dose,41345317,vaccination in absolute number
23-04-2022,18+ Age 1st Dose,913978934,vaccination in absolute number
23-04-2022,18+ Age 24hr Vaccination,39408,vaccination in absolute number
23-04-2022,18+ Age 2nd Dose,806489630,vaccination in absolute number
23-04-2022,15-18 Age 1st Dose,58094473,vaccination in absolute number
23-04-2022,15-18 Age 2nd Dose,41179707,vaccination in absolute number
22-04-2022,18+ Age 1st Dose,913935675,vaccination in absolute number
22-04-2022,18+ Age 24hr Vaccination,39029,vaccination in absolute number
22-04-2022,18+ Age 2nd Dose,805905416,vaccination in absolute number
22-04-2022,15-18 Age 1st Dose,58047891,vaccination in absolute number
22-04-2022,15-18 Age 2nd Dose,41025125,vaccination in absolute number
21-04-2022,18+ Age 1st Dose,913892588,vaccination in absolute number
21-04-2022,18+ Age 24hr Vaccination,39750,vaccination in absolute number
21-04-2022,18+ Age 2nd Dose,805328135,vaccination in absolute number
21-04-2022,15-18 Age 1st Dose,58005588,vaccination in absolute number
21-04-2022,15-18 Age 2nd Dose,40877009,vaccination in absolute number
20-04-2022,18+ Age 1st Dose,913848110,vaccination in absolute number
20-04-2022,18+ Age 24hr Vaccination,43225,vaccination in absolute number
20-04-2022,18+ Age 2nd Dose,804765739,vaccination in absolute number
20-04-2022,15-18 Age 1st Dose,57970064,vaccination in absolute number
20-04-2022,15-18 Age 2nd Dose,40745861,vaccination in absolute number
19-04-2022,18+ Age 1st Dose,913800166,vaccination in absolute number
19-04-2022,18+ Age 24hr Vaccination,49830,vaccination in absolute number
19-04-2022,18+ Age 2nd Dose,804153666,vaccination in absolute number
19-04-2022,15-18 Age 1st Dose,57928041,vaccination in absolute number
19-04-2022,15-18 Age 2nd Dose,40600205,vaccination in absolute number
18-04-2022,18+ Age 1st Dose,913748528,vaccination in absolute number
18-04-2022,18+ Age 2nd Dose,803540516,vaccination in absolute number
18-04-2022,15-18 Age 1st Dose,57887693,vaccination in absolute number
18-04-2022,15-18 Age 2nd Dose,40464152,vaccination in absolute number
17-04-2022,18+ Age 1st Dose,913738602,vaccination in absolute number
17-04-2022,18+ Age 24hr Vaccination,40281,vaccination in absolute number
17-04-2022,18+ Age 2nd Dose,803358320,vaccination in absolute number
17-04-2022,15-18 Age 1st Dose,57880087,vaccination in absolute number
17-04-2022,15-18 Age 2nd Dose,40426386,vaccination in absolute number
16-04-2022,18+ Age 1st Dose,913695777,vaccination in absolute number
16-04-2022,18+ Age 24hr Vaccination,21439,vaccination in absolute number
16-04-2022,18+ Age 2nd Dose,802803437,vaccination in absolute number
16-04-2022,15-18 Age 1st Dose,57845181,vaccination in absolute number
16-04-2022,15-18 Age 2nd Dose,40305973,vaccination in absolute number
15-04-2022,18+ Age 1st Dose,913671159,vaccination in absolute number
15-04-2022,18+ Age 24hr Vaccination,21472,vaccination in absolute number
15-04-2022,18+ Age 2nd Dose,802428840,vaccination in absolute number
15-04-2022,15-18 Age 1st Dose,57826573,vaccination in absolute number
15-04-2022,15-18 Age 2nd Dose,40212393,vaccination in absolute number
14-04-2022,18+ Age 1st Dose,913645502,vaccination in absolute number
14-04-2022,18+ Age 24hr Vaccination,44910,vaccination in absolute number
14-04-2022,18+ Age 2nd Dose,802053842,vaccination in absolute number
14-04-2022,15-18 Age 1st Dose,57802182,vaccination in absolute number
14-04-2022,15-18 Age 2nd Dose,40110045,vaccination in absolute number
13-04-2022,18+ Age 1st Dose,913594473,vaccination in absolute number
13-04-2022,18+ Age 24hr Vaccination,48365,vaccination in absolute number
13-04-2022,18+ Age 2nd Dose,801421258,vaccination in absolute number
13-04-2022,15-18 Age 1st Dose,57754385,vaccination in absolute number
13-04-2022,15-18 Age 2nd Dose,39940527,vaccination in absolute number
12-04-2022,18+ Age 1st Dose,913540154,vaccination in absolute number
12-04-2022,18+ Age 24hr Vaccination,50873,vaccination in absolute number
12-04-2022,18+ Age 2nd Dose,800742689,vaccination in absolute number
12-04-2022,15-18 Age 1st Dose,57701433,vaccination in absolute number
12-04-2022,15-18 Age 2nd Dose,39772921,vaccination in absolute number
11-04-2022,18+ Age 1st Dose,913484356,vaccination in absolute number
11-04-2022,18+ Age 2nd Dose,800063521,vaccination in absolute number
11-04-2022,15-18 Age 1st Dose,57651525,vaccination in absolute number
11-04-2022,15-18 Age 2nd Dose,39608886,vaccination in absolute number
10-04-2022,18+ Age 1st Dose,913470465,vaccination in absolute number
10-04-2022,18+ Age 24hr Vaccination,57730,vaccination in absolute number
10-04-2022,18+ Age 2nd Dose,799879673,vaccination in absolute number
10-04-2022,15-18 Age 1st Dose,57640927,vaccination in absolute number
10-04-2022,15-18 Age 2nd Dose,39568354,vaccination in absolute number
09-04-2022,18+ Age 1st Dose,913407782,vaccination in absolute number
09-04-2022,18+ Age 24hr Vaccination,45705,vaccination in absolute number
09-04-2022,18+ Age 2nd Dose,799214926,vaccination in absolute number
09-04-2022,15-18 Age 1st Dose,57594908,vaccination in absolute number
09-04-2022,15-18 Age 2nd Dose,39408907,vaccination in absolute number
08-04-2022,18+ Age 1st Dose,913356114,vaccination in absolute number
08-04-2022,18+ Age 24hr Vaccination,52863,vaccination in absolute number
08-04-2022,18+ Age 2nd Dose,798572243,vaccination in absolute number
08-04-2022,15-18 Age 1st Dose,57546885,vaccination in absolute number
08-04-2022,15-18 Age 2nd Dose,39236320,vaccination in absolute number
07-04-2022,18+ Age 1st Dose,913297063,vaccination in absolute number
07-04-2022,18+ Age 24hr Vaccination,52823,vaccination in absolute number
07-04-2022,18+ Age 2nd Dose,797894552,vaccination in absolute number
07-04-2022,15-18 Age 1st Dose,57491065,vaccination in absolute number
07-04-2022,15-18 Age 2nd Dose,39046615,vaccination in absolute number
06-04-2022,18+ Age 1st Dose,913235430,vaccination in absolute number
06-04-2022,18+ Age 24hr Vaccination,55424,vaccination in absolute number
06-04-2022,18+ Age 2nd Dose,797251712,vaccination in absolute number
06-04-2022,15-18 Age 1st Dose,57440351,vaccination in absolute number
06-04-2022,15-18 Age 2nd Dose,38879910,vaccination in absolute number
05-04-2022,18+ Age 1st Dose,913172053,vaccination in absolute number
05-04-2022,18+ Age 24hr Vaccination,59486,vaccination in absolute number
05-04-2022,18+ Age 2nd Dose,796627270,vaccination in absolute number
05-04-2022,15-18 Age 1st Dose,57386396,vaccination in absolute number
05-04-2022,15-18 Age 2nd Dose,38713882,vaccination in absolute number
04-04-2022,18+ Age 1st Dose,913110554,vaccination in absolute number
04-04-2022,18+ Age 24hr Vaccination,11548,vaccination in absolute number
04-04-2022,18+ Age 2nd Dose,796010530,vaccination in absolute number
04-04-2022,15-18 Age 1st Dose,57333277,vaccination in absolute number
04-04-2022,15-18 Age 2nd Dose,38548306,vaccination in absolute number
03-04-2022,18+ Age 1st Dose,913091808,vaccination in absolute number
03-04-2022,18+ Age 24hr Vaccination,73733,vaccination in absolute number
03-04-2022,18+ Age 2nd Dose,795809541,vaccination in absolute number
03-04-2022,15-18 Age 1st Dose,57318623,vaccination in absolute number
03-04-2022,15-18 Age 2nd Dose,38502971,vaccination in absolute number
02-04-2022,18+ Age 1st Dose,913008033,vaccination in absolute number
02-04-2022,18+ Age 24hr Vaccination,67752,vaccination in absolute number
02-04-2022,18+ Age 2nd Dose,795161712,vaccination in absolute number
02-04-2022,15-18 Age 1st Dose,57268440,vaccination in absolute number
02-04-2022,15-18 Age 2nd Dose,38356896,vaccination in absolute number
01-04-2022,18+ Age 1st Dose,912931015,vaccination in absolute number
01-04-2022,18+ Age 24hr Vaccination,86967,vaccination in absolute number
01-04-2022,18+ Age 2nd Dose,794438934,vaccination in absolute number
01-04-2022,15-18 Age 1st Dose,57196248,vaccination in absolute number
01-04-2022,15-18 Age 2nd Dose,38160158,vaccination in absolute number
31-03-2022,18+ Age 1st Dose,912834643,vaccination in absolute number
31-03-2022,18+ Age 24hr Vaccination,95172,vaccination in absolute number
31-03-2022,18+ Age 2nd Dose,793670716,vaccination in absolute number
31-03-2022,15-18 Age 1st Dose,57108229,vaccination in absolute number
31-03-2022,15-18 Age 2nd Dose,37947928,vaccination in absolute number
30-03-2022,18+ Age 1st Dose,912728466,vaccination in absolute number
30-03-2022,18+ Age 24hr Vaccination,100269,vaccination in absolute number
30-03-2022,18+ Age 2nd Dose,792830098,vaccination in absolute number
30-03-2022,15-18 Age 1st Dose,57027194,vaccination in absolute number
30-03-2022,15-18 Age 2nd Dose,37729295,vaccination in absolute number
29-03-2022,18+ Age 1st Dose,912618295,vaccination in absolute number
29-03-2022,18+ Age 24hr Vaccination,89263,vaccination in absolute number
29-03-2022,18+ Age 2nd Dose,791951662,vaccination in absolute number
29-03-2022,15-18 Age 1st Dose,56924555,vaccination in absolute number
29-03-2022,15-18 Age 2nd Dose,37481738,vaccination in absolute number
28-03-2022,18+ Age 1st Dose,912517800,vaccination in absolute number
28-03-2022,18+ Age 24hr Vaccination,23751,vaccination in absolute number
28-03-2022,18+ Age 2nd Dose,791079317,vaccination in absolute number
28-03-2022,15-18 Age 1st Dose,56833999,vaccination in absolute number
28-03-2022,15-18 Age 2nd Dose,37248743,vaccination in absolute number
27-03-2022,18+ Age 1st Dose,912482858,vaccination in absolute number
27-03-2022,18+ Age 24hr Vaccination,130816,vaccination in absolute number
27-03-2022,18+ Age 2nd Dose,790781757,vaccination in absolute number
27-03-2022,15-18 Age 1st Dose,56814422,vaccination in absolute number
27-03-2022,15-18 Age 2nd Dose,37174113,vaccination in absolute number
26-03-2022,18+ Age 1st Dose,912341598,vaccination in absolute number
26-03-2022,18+ Age 24hr Vaccination,79197,vaccination in absolute number
26-03-2022,18+ Age 2nd Dose,789704780,vaccination in absolute number
26-03-2022,15-18 Age 1st Dose,56709375,vaccination in absolute number
26-03-2022,15-18 Age 2nd Dose,36903555,vaccination in absolute number
25-03-2022,18+ Age 1st Dose,912251024,vaccination in absolute number
25-03-2022,18+ Age 24hr Vaccination,86889,vaccination in absolute number
25-03-2022,18+ Age 2nd Dose,788817446,vaccination in absolute number
25-03-2022,15-18 Age 1st Dose,56607372,vaccination in absolute number
25-03-2022,15-18 Age 2nd Dose,36629914,vaccination in absolute number
24-03-2022,18+ Age 1st Dose,912154367,vaccination in absolute number
24-03-2022,18+ Age 24hr Vaccination,81612,vaccination in absolute number
24-03-2022,18+ Age 2nd Dose,787964575,vaccination in absolute number
24-03-2022,15-18 Age 1st Dose,56501245,vaccination in absolute number
24-03-2022,15-18 Age 2nd Dose,36371187,vaccination in absolute number
23-03-2022,18+ Age 1st Dose,912063635,vaccination in absolute number
23-03-2022,18+ Age 24hr Vaccination,85615,vaccination in absolute number
23-03-2022,18+ Age 2nd Dose,787114377,vaccination in absolute number
23-03-2022,15-18 Age 1st Dose,56396784,vaccination in absolute number
23-03-2022,15-18 Age 2nd Dose,36118886,vaccination in absolute number
22-03-2022,18+ Age 1st Dose,911967586,vaccination in absolute number
22-03-2022,18+ Age 24hr Vaccination,95118,vaccination in absolute number
22-03-2022,18+ Age 2nd Dose,786227909,vaccination in absolute number
22-03-2022,15-18 Age 1st Dose,56294499,vaccination in absolute number
22-03-2022,15-18 Age 2nd Dose,35814910,vaccination in absolute number
21-03-2022,18+ Age 1st Dose,911869429,vaccination in absolute number
21-03-2022,18+ Age 24hr Vaccination,16517,vaccination in absolute number
21-03-2022,18+ Age 2nd Dose,785334724,vaccination in absolute number
21-03-2022,15-18 Age 1st Dose,56215365,vaccination in absolute number
21-03-2022,15-18 Age 2nd Dose,35529066,vaccination in absolute number
20-03-2022,18+ Age 1st Dose,911845820,vaccination in absolute number
20-03-2022,18+ Age 24hr Vaccination,85801,vaccination in absolute number
20-03-2022,18+ Age 2nd Dose,785110516,vaccination in absolute number
20-03-2022,15-18 Age 1st Dose,56203581,vaccination in absolute number
20-03-2022,15-18 Age 2nd Dose,35481792,vaccination in absolute number
19-03-2022,18+ Age 1st Dose,911757050,vaccination in absolute number
19-03-2022,18+ Age 24hr Vaccination,19015,vaccination in absolute number
19-03-2022,18+ Age 2nd Dose,784402879,vaccination in absolute number
19-03-2022,15-18 Age 1st Dose,56166904,vaccination in absolute number
19-03-2022,15-18 Age 2nd Dose,35341348,vaccination in absolute number
18-03-2022,18+ Age 1st Dose,911732351,vaccination in absolute number
18-03-2022,18+ Age 24hr Vaccination,56749,vaccination in absolute number
18-03-2022,18+ Age 2nd Dose,784091931,vaccination in absolute number
18-03-2022,15-18 Age 1st Dose,56152073,vaccination in absolute number
18-03-2022,15-18 Age 2nd Dose,35282337,vaccination in absolute number
17-03-2022,18+ Age 1st Dose,911665781,vaccination in absolute number
17-03-2022,18+ Age 24hr Vaccination,90124,vaccination in absolute number
17-03-2022,18+ Age 2nd Dose,783331646,vaccination in absolute number
17-03-2022,15-18 Age 1st Dose,56103820,vaccination in absolute number
17-03-2022,15-18 Age 2nd Dose,35069122,vaccination in absolute number
16-03-2022,18+ Age 1st Dose,911562514,vaccination in absolute number
16-03-2022,18+ Age 24hr Vaccination,117736,vaccination in absolute number
16-03-2022,18+ Age 2nd Dose,782284625,vaccination in absolute number
16-03-2022,15-18 Age 1st Dose,56041282,vaccination in absolute number
16-03-2022,15-18 Age 2nd Dose,34740004,vaccination in absolute number
15-03-2022,18+ Age 1st Dose,911430309,vaccination in absolute number
15-03-2022,18+ Age 24hr Vaccination,125199,vaccination in absolute number
15-03-2022,18+ Age 2nd Dose,780957728,vaccination in absolute number
15-03-2022,15-18 Age 1st Dose,55968909,vaccination in absolute number
15-03-2022,15-18 Age 2nd Dose,34309111,vaccination in absolute number
14-03-2022,18+ Age 1st Dose,911293345,vaccination in absolute number
14-03-2022,18+ Age 24hr Vaccination,33556,vaccination in absolute number
14-03-2022,18+ Age 2nd Dose,779609395,vaccination in absolute number
14-03-2022,15-18 Age 1st Dose,55892605,vaccination in absolute number
14-03-2022,15-18 Age 2nd Dose,33883880,vaccination in absolute number
13-03-2022,18+ Age 1st Dose,911244302,vaccination in absolute number
13-03-2022,18+ Age 24hr Vaccination,161157,vaccination in absolute number
13-03-2022,18+ Age 2nd Dose,779198843,vaccination in absolute number
13-03-2022,15-18 Age 1st Dose,55871085,vaccination in absolute number
13-03-2022,15-18 Age 2nd Dose,33770605,vaccination in absolute number
12-03-2022,18+ Age 1st Dose,911071978,vaccination in absolute number
12-03-2022,18+ Age 24hr Vaccination,124994,vaccination in absolute number
12-03-2022,18+ Age 2nd Dose,777794584,vaccination in absolute number
12-03-2022,15-18 Age 1st Dose,55796876,vaccination in absolute number
12-03-2022,15-18 Age 2nd Dose,33342579,vaccination in absolute number
11-03-2022,18+ Age 1st Dose,910934838,vaccination in absolute number
11-03-2022,18+ Age 24hr Vaccination,113849,vaccination in absolute number
11-03-2022,18+ Age 2nd Dose,776593993,vaccination in absolute number
11-03-2022,15-18 Age 1st Dose,55721363,vaccination in absolute number
11-03-2022,15-18 Age 2nd Dose,32894781,vaccination in absolute number
10-03-2022,18+ Age 1st Dose,910806087,vaccination in absolute number
10-03-2022,18+ Age 24hr Vaccination,123357,vaccination in absolute number
10-03-2022,18+ Age 2nd Dose,775470226,vaccination in absolute number
10-03-2022,15-18 Age 1st Dose,55654876,vaccination in absolute number
10-03-2022,15-18 Age 2nd Dose,32498481,vaccination in absolute number
09-03-2022,18+ Age 1st Dose,910663101,vaccination in absolute number
09-03-2022,18+ Age 24hr Vaccination,129332,vaccination in absolute number
09-03-2022,18+ Age 2nd Dose,774264605,vaccination in absolute number
09-03-2022,15-18 Age 1st Dose,55580872,vaccination in absolute number
09-03-2022,15-18 Age 2nd Dose,32034392,vaccination in absolute number
08-03-2022,18+ Age 1st Dose,910513255,vaccination in absolute number
08-03-2022,18+ Age 24hr Vaccination,156415,vaccination in absolute number
08-03-2022,18+ Age 2nd Dose,773048740,vaccination in absolute number
08-03-2022,15-18 Age 1st Dose,55496520,vaccination in absolute number
08-03-2022,15-18 Age 2nd Dose,31516231,vaccination in absolute number
07-03-2022,18+ Age 1st Dose,910337332,vaccination in absolute number
07-03-2022,18+ Age 24hr Vaccination,41171,vaccination in absolute number
07-03-2022,18+ Age 2nd Dose,771712764,vaccination in absolute number
07-03-2022,15-18 Age 1st Dose,55405474,vaccination in absolute number
07-03-2022,15-18 Age 2nd Dose,30962112,vaccination in absolute number
06-03-2022,18+ Age 1st Dose,910271445,vaccination in absolute number
06-03-2022,18+ Age 24hr Vaccination,221164,vaccination in absolute number
06-03-2022,18+ Age 2nd Dose,771288099,vaccination in absolute number
06-03-2022,15-18 Age 1st Dose,55377120,vaccination in absolute number
06-03-2022,15-18 Age 2nd Dose,30821856,vaccination in absolute number
05-03-2022,18+ Age 1st Dose,910029282,vaccination in absolute number
05-03-2022,18+ Age 24hr Vaccination,169809,vaccination in absolute number
05-03-2022,18+ Age 2nd Dose,769609220,vaccination in absolute number
05-03-2022,15-18 Age 1st Dose,55263296,vaccination in absolute number
05-03-2022,15-18 Age 2nd Dose,30157910,vaccination in absolute number
04-03-2022,18+ Age 1st Dose,909841583,vaccination in absolute number
04-03-2022,18+ Age 24hr Vaccination,178692,vaccination in absolute number
04-03-2022,18+ Age 2nd Dose,768108252,vaccination in absolute number
04-03-2022,15-18 Age 1st Dose,55146865,vaccination in absolute number
04-03-2022,15-18 Age 2nd Dose,29446462,vaccination in absolute number
03-03-2022,18+ Age 1st Dose,909646017,vaccination in absolute number
03-03-2022,18+ Age 24hr Vaccination,171979,vaccination in absolute number
03-03-2022,18+ Age 2nd Dose,766601938,vaccination in absolute number
03-03-2022,15-18 Age 1st Dose,55025490,vaccination in absolute number
03-03-2022,15-18 Age 2nd Dose,28735449,vaccination in absolute number
02-03-2022,18+ Age 1st Dose,909465616,vaccination in absolute number
02-03-2022,18+ Age 2nd Dose,765275754,vaccination in absolute number
02-03-2022,15-18 Age 1st Dose,54928343,vaccination in absolute number
02-03-2022,15-18 Age 2nd Dose,28184270,vaccination in absolute number
01-03-2022,18+ Age 1st Dose,909384217,vaccination in absolute number
01-03-2022,18+ Age 24hr Vaccination,143228,vaccination in absolute number
01-03-2022,18+ Age 2nd Dose,764679114,vaccination in absolute number
01-03-2022,15-18 Age 1st Dose,54891370,vaccination in absolute number
01-03-2022,15-18 Age 2nd Dose,27976062,vaccination in absolute number
28-02-2022,18+ Age 1st Dose,909227350,vaccination in absolute number
28-02-2022,18+ Age 2nd Dose,763565779,vaccination in absolute number
28-02-2022,15-18 Age 1st Dose,54794459,vaccination in absolute number
28-02-2022,15-18 Age 2nd Dose,27487370,vaccination in absolute number
27-02-2022,18+ Age 1st Dose,909162288,vaccination in absolute number
27-02-2022,18+ Age 24hr Vaccination,204144,vaccination in absolute number
27-02-2022,18+ Age 2nd Dose,763158359,vaccination in absolute number
27-02-2022,15-18 Age 1st Dose,54763188,vaccination in absolute number
27-02-2022,15-18 Age 2nd Dose,27346818,vaccination in absolute number
26-02-2022,18+ Age 1st Dose,908929414,vaccination in absolute number
26-02-2022,18+ Age 24hr Vaccination,224988,vaccination in absolute number
26-02-2022,18+ Age 2nd Dose,761727728,vaccination in absolute number
26-02-2022,15-18 Age 1st Dose,54626590,vaccination in absolute number
26-02-2022,15-18 Age 2nd Dose,26621387,vaccination in absolute number
25-02-2022,18+ Age 1st Dose,908677814,vaccination in absolute number
25-02-2022,18+ Age 24hr Vaccination,268130,vaccination in absolute number
25-02-2022,18+ Age 2nd Dose,760063837,vaccination in absolute number
25-02-2022,15-18 Age 1st Dose,54455055,vaccination in absolute number
25-02-2022,15-18 Age 2nd Dose,25773304,vaccination in absolute number
24-02-2022,18+ Age 1st Dose,908378842,vaccination in absolute number
24-02-2022,18+ Age 24hr Vaccination,263803,vaccination in absolute number
24-02-2022,18+ Age 2nd Dose,758273580,vaccination in absolute number
24-02-2022,15-18 Age 1st Dose,54263490,vaccination in absolute number
24-02-2022,15-18 Age 2nd Dose,24748744,vaccination in absolute number
23-02-2022,18+ Age 1st Dose,908086007,vaccination in absolute number
23-02-2022,18+ Age 24hr Vaccination,288736,vaccination in absolute number
23-02-2022,18+ Age 2nd Dose,756524038,vaccination in absolute number
23-02-2022,15-18 Age 1st Dose,54095926,vaccination in absolute number
23-02-2022,15-18 Age 2nd Dose,23874286,vaccination in absolute number
22-02-2022,18+ Age 1st Dose,907766680,vaccination in absolute number
